X.IncMSE,IncNodePurity,
trophic_invader,25.37663036,7.682759008
last_author_english,11.17635732,1.197642096
journal_category,8.379669773,3.077429506
pubyear,7.83111348,6.043560742
citationsyr,5.288232834,8.928755341
study_type,2.319566821,0.890322619
fund_NSF,2.076298779,0.599263429
sentiment,1.604496448,5.277713179
EPA_USDA_conserv,1.421084684,0.666294251
impactfactor,0.7668538,9.059723757
FWS_NOAA,0.406690277,1.920077958
habitat_type,0.353202464,0.968427801
yiabs,-1.310245273,3.946625712
X.IncMSE,IncNodePurity,
trophic_invader,23.90912037,7.315247653
last_author_english,11.76755752,1.160289928
journal_category,9.50704346,3.322182687
pubyear,9.099363749,5.926342405
citationsyr,6.149761315,9.292167785
FWS_NOAA,3.788892974,1.686618167
sentiment,3.47717268,5.089374606
study_type,2.188583078,0.693452703
habitat_type,1.367682468,0.937723632
EPA_USDA_conserv,1.326628685,0.549594464
impactfactor,1.029499118,9.15782339
fund_NSF,0.95041937,0.616787064
yiabs,-1.124354889,3.959497738
X.IncMSE,IncNodePurity,
trophic_invader,26.22817185,8.108622144
pubyear,11.31053858,6.07663313
last_author_english,9.94311373,1.096804235
journal_category,7.620525725,3.198467115
citationsyr,6.282107817,9.485131404
EPA_USDA_conserv,4.531103757,0.688740907
study_type,3.243523189,0.905127904
fund_NSF,3.043317676,0.538552705
habitat_type,2.665344927,0.967133483
sentiment,1.599320105,5.379534669
FWS_NOAA,0.614047134,1.725348828
impactfactor,0.406802558,8.71374198
yiabs,-1.069934333,3.824522722
X.IncMSE,IncNodePurity,
trophic_invader,24.19691646,7.877432399
last_author_english,9.660319643,1.17131921
journal_category,8.767450569,3.174218259
pubyear,7.825195976,5.960509184
citationsyr,4.741617883,9.335063013
EPA_USDA_conserv,4.282780441,0.606664237
study_type,3.770645995,0.800653331
sentiment,2.508351048,5.035413589
fund_NSF,1.851770067,0.629102362
habitat_type,0.314782574,0.973067358
impactfactor,0.106164345,8.847413206
FWS_NOAA,-0.48099334,1.866754695
yiabs,-1.45368231,3.908306856
X.IncMSE,IncNodePurity,
trophic_invader,24.5355643,7.735691924
last_author_english,10.19239019,1.136010839
pubyear,8.070508766,5.995484726
journal_category,8.019114049,3.263438214
citationsyr,5.211828467,8.820351052
EPA_USDA_conserv,3.382255689,0.668395494
fund_NSF,2.905527044,0.562084746
sentiment,2.664725959,5.502004314
study_type,2.412084514,0.705113856
impactfactor,0.429220167,8.942015257
habitat_type,0.388543584,1.005368298
FWS_NOAA,-0.030209307,1.823646438
yiabs,-1.960031951,3.854140483
X.IncMSE,IncNodePurity,
trophic_invader,24.60601029,7.766120107
last_author_english,10.7553839,1.074934476
pubyear,10.06341596,5.860054259
journal_category,9.452608029,3.336631736
fund_NSF,4.09793635,0.523781857
citationsyr,3.925775372,8.951406335
EPA_USDA_conserv,2.636118334,0.642393818
FWS_NOAA,2.438169494,1.889364603
study_type,1.748595594,0.793311696
sentiment,1.686360005,5.213460172
impactfactor,1.179635064,8.851700105
habitat_type,-0.425752239,0.946991929
yiabs,-1.310939767,3.978076906
X.IncMSE,IncNodePurity,
trophic_invader,24.04853307,7.871965503
pubyear,9.520280335,5.681696453
last_author_english,9.249119492,1.130980569
journal_category,8.229054419,3.167797864
citationsyr,4.027104605,8.783220349
EPA_USDA_conserv,3.840846515,0.673842159
fund_NSF,2.917509779,0.577332234
sentiment,2.499884998,5.141746452
impactfactor,1.298965906,9.061315865
FWS_NOAA,0.43182199,1.809075484
habitat_type,0.144431431,1.084731966
study_type,-0.475348727,0.680851873
yiabs,-1.947217541,4.148242075
X.IncMSE,IncNodePurity,
trophic_invader,24.48838799,7.873839967
last_author_english,11.15391427,1.129996695
pubyear,9.80995371,5.724410586
journal_category,9.066137359,3.237190768
citationsyr,4.572995747,9.203059507
sentiment,3.917461984,5.210394235
habitat_type,3.420983384,1.002979269
fund_NSF,2.592407502,0.666562353
study_type,1.353001611,0.790518874
EPA_USDA_conserv,0.960014892,0.676445755
FWS_NOAA,0.738236167,1.802750268
impactfactor,0.621209173,8.751546989
yiabs,-0.810252978,4.035395692
X.IncMSE,IncNodePurity,
trophic_invader,24.32217862,7.69331501
last_author_english,9.993539491,1.161158464
pubyear,9.197360891,5.729882383
journal_category,8.359845565,3.166075842
citationsyr,5.519789908,9.059617747
fund_NSF,2.704570818,0.605300359
study_type,2.497784461,0.818594565
sentiment,2.031136274,5.104911737
EPA_USDA_conserv,1.798347532,0.566738493
impactfactor,1.499642984,9.062226167
habitat_type,-0.616717985,1.013684265
FWS_NOAA,-0.730620895,1.847403417
yiabs,-0.867051706,4.138954035
X.IncMSE,IncNodePurity,
trophic_invader,24.45910312,7.643130235
last_author_english,11.30660797,1.166573523
pubyear,9.882262542,5.815766525
journal_category,7.698761898,3.404481409
EPA_USDA_conserv,4.395676126,0.599083304
citationsyr,4.263767696,8.927645421
fund_NSF,3.424628235,0.652419619
study_type,2.410681826,0.649542857
sentiment,2.325579474,5.249884147
impactfactor,0.545616426,8.830465516
habitat_type,0.096258717,1.023428637
FWS_NOAA,-0.647887199,1.786073045
yiabs,-1.594009327,3.967745314
X.IncMSE,IncNodePurity,
trophic_invader,25.09206166,7.763194612
last_author_english,9.933282656,1.087956377
pubyear,9.36245964,5.921587072
journal_category,8.786855586,3.183604233
citationsyr,5.500596355,9.571620429
study_type,2.358465594,0.818856785
EPA_USDA_conserv,2.262043317,0.62316444
sentiment,2.235674214,5.397566631
impactfactor,1.452544623,9.033805334
fund_NSF,0.510976186,0.673798856
habitat_type,-0.032421292,0.946330131
yiabs,-0.959973391,3.821473562
FWS_NOAA,-1.002824286,1.790921377
X.IncMSE,IncNodePurity,
trophic_invader,24.40011754,7.75593727
last_author_english,10.03439432,1.099350608
pubyear,9.389081163,5.983088325
journal_category,9.169616014,3.330159379
EPA_USDA_conserv,3.051886551,0.613394065
fund_NSF,2.952659147,0.590576735
citationsyr,2.796107082,8.948934175
study_type,2.719687775,0.771985217
impactfactor,1.814876565,8.696298472
FWS_NOAA,0.675945221,2.095706003
sentiment,0.223053602,5.163221308
habitat_type,-0.706140349,1.139558483
yiabs,-2.286093002,3.834835427
X.IncMSE,IncNodePurity,
trophic_invader,25.49006031,7.707242905
pubyear,11.95644281,5.78879378
last_author_english,10.2051618,1.183808659
journal_category,8.690554682,3.223457812
citationsyr,6.345451698,8.723950991
study_type,3.253063718,0.801533077
fund_NSF,3.246319012,0.652483844
sentiment,2.545210274,5.396187537
FWS_NOAA,2.423094127,1.834255187
EPA_USDA_conserv,2.423024045,0.592072979
habitat_type,1.110749693,1.075260192
impactfactor,-0.47506746,8.703337073
yiabs,-1.661732893,3.86738326
X.IncMSE,IncNodePurity,
trophic_invader,24.94741561,7.750503648
last_author_english,10.37978621,1.281597364
journal_category,9.660074254,3.044893898
