X.IncMSE,IncNodePurity,
pubyear,42.90074549,14.20078755
citationsyr,19.60736083,8.783802663
EPA_USDA_conserv,13.96984935,2.30795984
impactfactor,12.0875541,8.074825812
journal_category,8.572368703,3.901684675
sentiment,7.41333172,9.101795252
habitat_type,4.508583612,2.059025288
trophic_invader,3.752233605,3.741344384
fund_NSF,3.637460164,1.194309773
study_type,3.615451664,2.119225832
FWS_NOAA,1.772761942,1.045863137
yiabs,-0.165110576,7.909138961
last_author_english,-0.632485862,0.876216898
X.IncMSE,IncNodePurity,
pubyear,40.17110725,13.61501276
citationsyr,19.73955332,9.351711822
EPA_USDA_conserv,14.35787455,2.24945687
impactfactor,11.29518276,8.26874618
sentiment,10.93863465,9.128435566
journal_category,6.427298304,4.004146198
study_type,5.753149393,2.168631323
fund_NSF,3.729303065,1.207936957
habitat_type,3.721563609,1.976439385
trophic_invader,2.434857848,3.685727639
last_author_english,1.310021219,0.84516816
yiabs,0.638724048,7.913888225
FWS_NOAA,0.334372012,1.130043509
X.IncMSE,IncNodePurity,
pubyear,42.7282968,13.82987845
citationsyr,21.40621185,8.870471455
EPA_USDA_conserv,15.12087956,2.258938567
impactfactor,12.80729165,8.151033351
journal_category,11.70593163,3.801775108
sentiment,10.13037671,9.322495352
study_type,6.063983162,2.051609741
habitat_type,5.420763932,2.087698383
fund_NSF,5.250685763,1.197126132
trophic_invader,4.428715491,3.640494546
FWS_NOAA,0.615184359,1.118486741
yiabs,-0.008854233,7.980869199
last_author_english,-0.028248797,0.806157624
X.IncMSE,IncNodePurity,
pubyear,43.15855311,13.69560143
citationsyr,20.41952593,8.965497889
EPA_USDA_conserv,14.92771243,2.190510005
impactfactor,11.6096123,8.270225367
sentiment,10.53958839,9.183868806
journal_category,8.109361152,4.026207205
habitat_type,5.215112497,2.005123176
trophic_invader,4.586242431,3.780122032
fund_NSF,4.217099354,1.124153237
study_type,3.740724542,2.014114576
FWS_NOAA,2.215228231,1.135970983
yiabs,1.865756694,7.913152279
last_author_english,1.442276648,0.807464613
X.IncMSE,IncNodePurity,
pubyear,43.10237215,13.97854863
citationsyr,20.68259185,9.144118735
EPA_USDA_conserv,12.82280507,2.19562595
impactfactor,12.64612584,8.040278513
sentiment,10.00798518,9.084486614
journal_category,8.72020936,3.902633015
habitat_type,6.2109219,1.960751003
study_type,3.699343127,2.131282603
fund_NSF,3.582311914,1.139461145
trophic_invader,3.546801709,3.807357869
FWS_NOAA,2.838179752,1.231336133
last_author_english,1.339447986,0.824676551
yiabs,0.166542419,7.980663204
X.IncMSE,IncNodePurity,
pubyear,42.30304348,14.07581798
citationsyr,19.1725876,9.073000062
EPA_USDA_conserv,12.10685869,2.213869102
impactfactor,10.87186228,8.144351888
sentiment,9.047953083,9.006377358
journal_category,8.571153376,3.953218672
habitat_type,5.022901943,2.020903584
fund_NSF,4.059861346,1.205917177
study_type,3.838085709,2.053749096
trophic_invader,3.709221831,3.71694215
FWS_NOAA,2.072290771,1.116415536
last_author_english,0.862575129,0.835960564
yiabs,0.716858985,7.813470819
X.IncMSE,IncNodePurity,
pubyear,43.147762,13.9970348
citationsyr,19.45034548,8.835079183
EPA_USDA_conserv,14.96456551,2.308751831
impactfactor,12.16887135,7.983747977
sentiment,9.881473306,9.210928593
journal_category,9.317811235,4.361301359
