X.IncMSE,IncNodePurity
journal_category,-4.06394719005962,0.957134222727583
sentiment,-6.83529900158417,2.58088434325182
X.IncMSE,IncNodePurity
pubyear,25.7585690847912,5.14218617580948
EPA_USDA_conserv,6.11951775021707,0.769526858161484
yiabs,3.6667617622145,2.45945311217406
last_author_english,3.07981504645504,0.469900512665001
impactfactor,1.80370447100625,2.50615117108921
habitat_type,0.280225114827593,0.695014426957664
fund_NSF,-0.0467149470040565,0.406853363324279
citationsyr,-0.230964223311887,2.5048885873001
trophic_invader,-1.07115371144715,1.62513681589465
FWS_NOAA,-1.59690981662482,0.837957997617913
study_type,-2.70329562743693,0.507388397597026
journal_category,-4.71574773639994,1.00748772034037
sentiment,-5.70741344175681,2.4621815376563
X.IncMSE,IncNodePurity
pubyear,25.6674278435675,5.24806413270842
EPA_USDA_conserv,6.78814342213703,0.79414961277978
last_author_english,4.06820827190569,0.46908467223833
yiabs,2.76198630284109,2.45189854065988
study_type,1.23003985074585,0.510213617317858
impactfactor,-0.0260640905076265,2.48373412934459
fund_NSF,-0.173066803263695,0.376223467812404
citationsyr,-0.235126318075773,2.44992302109763
FWS_NOAA,-0.477325768557871,0.832212046188126
habitat_type,-0.517717800794735,0.65763412875024
trophic_invader,-1.50044583637159,1.6622800093407
journal_category,-3.03691239503997,1.0446700820338
sentiment,-7.15584687123415,2.55523749055628
X.IncMSE,IncNodePurity
pubyear,25.9480238909146,4.93409485477065
EPA_USDA_conserv,5.65442268424845,0.800764009059571
last_author_english,3.52777184933967,0.408965812384644
yiabs,0.980323777232893,2.43601386799217
citationsyr,-0.364670687422204,2.5325924470613
habitat_type,-0.859467670295741,0.682270191263504
FWS_NOAA,-1.18885192235375,0.839834030223901
fund_NSF,-1.1921335742572,0.404310853383425
impactfactor,-1.3278265639948,2.55818753666953
trophic_invader,-2.23259550390722,1.62373869690476
study_type,-2.56738009068335,0.523418027264496
journal_category,-3.36927730723626,1.02916099695831
sentiment,-6.41078802652476,2.37514890666893
X.IncMSE,IncNodePurity
pubyear,26.1964980876529,5.13963917381714
EPA_USDA_conserv,7.40469970937984,0.829734800727485
last_author_english,3.06884428895081,0.473581696441464
impactfactor,1.49955908487329,2.58697747000676
yiabs,1.0087391651922,2.57934700847759
trophic_invader,0.766627573432332,1.58319730957214
habitat_type,0.368646628731972,0.654431858968199
citationsyr,-1.0208181712541,2.44221630767975
fund_NSF,-1.08117418920455,0.371441145092584
FWS_NOAA,-1.74516952638221,0.768866614596483
study_type,-2.11509260850349,0.516200834613954
journal_category,-2.91048518670318,1.07820667911387
sentiment,-7.24285959144249,2.46812615767939
X.IncMSE,IncNodePurity
pubyear,25.8639349323563,4.92689564709186
EPA_USDA_conserv,7.10749645513238,0.75154310690435
last_author_english,1.93086046404702,0.481339106684974
yiabs,1.55659183516258,2.58376975222153
habitat_type,0.697206731921162,0.688615232500771
fund_NSF,0.426450219470154,0.394215600069549
impactfactor,-0.0141934189550771,2.59206072347696
trophic_invader,-0.0255057400128323,1.56567317308643
citationsyr,-0.512445853090022,2.56381621323181
FWS_NOAA,-0.981370045526802,0.811552123770015
journal_category,-2.81904066199716,1.05400093773661
study_type,-2.99478036798528,0.528239078778647
sentiment,-5.76882439328595,2.40503374154179
X.IncMSE,IncNodePurity
pubyear,28.8564335416994,5.04408928916745
EPA_USDA_conserv,7.26715031079172,0.854713143613841
last_author_english,3.48481039011055,0.45211049793269
yiabs,2.67891905509949,2.6359241391939
trophic_invader,1.06225914788779,1.55064206304383
fund_NSF,0.426681692260181,0.394574817032128
impactfactor,0.0634923301441028,2.6071858878155
citationsyr,-0.832104579383599,2.50561429364549
study_type,-1.19383975063902,0.50517098898015
FWS_NOAA,-1.31494364053878,0.753623225743092
journal_category,-2.16416987207157,1.05745251675758
habitat_type,-2.95208100177817,0.660488034249093
sentiment,-5.29952612540477,2.4992351825358
X.IncMSE,IncNodePurity
pubyear,27.2002201579999,5.05962273455371
EPA_USDA_conserv,6.84103330767971,0.80814965520611
last_author_english,3.63246987565011,0.415441253320532
yiabs,2.76946048935973,2.53395451110378
habitat_type,0.978658311725926,0.655386590574119
fund_NSF,0.800550073197643,0.406645703039224
citationsyr,0.061978843706372,2.32803107237156
trophic_invader,-0.543090929196747,1.59084020111778
FWS_NOAA,-0.621405711001195,0.829739359289566
journal_category,-0.825662775579449,1.12493153368494
impactfactor,-1.45205475114074,2.50483251039249
study_type,-2.05255154517137,0.49837372094334
sentiment,-6.2368506627295,2.59971423950486
X.IncMSE,IncNodePurity
pubyear,26.5971819958797,5.11706953818672
EPA_USDA_conserv,5.87555976504457,0.769020863506758
last_author_english,4.36561687942249,0.419070267677064
yiabs,2.57275770788231,2.4205967878916
impactfactor,0.969092599103641,2.52652923392454
fund_NSF,0.0134009731145302,0.362035467962731
citationsyr,-1.15055083678045,2.5795109302242
study_type,-1.15214977028875,0.50430130441808
FWS_NOAA,-1.2629366856651,0.855744313709077
trophic_invader,-1.39551885595564,1.56977656259533
habitat_type,-2.0145880173493,0.685060793083198
journal_category,-3.40438528306624,1.03001943653197
sentiment,-5.70607847783359,2.57378789672024
X.IncMSE,IncNodePurity
pubyear,26.2987439718818,5.02474380162414
EPA_USDA_conserv,6.58589444387311,0.79091007432134
yiabs,3.09512402969159,2.62347875264622
last_author_english,2.52316949000311,0.438806409285437
habitat_type,-0.169591832815738,0.733322311842181
trophic_invader,-0.357139990445423,1.55162369975703
impactfactor,-1.04676329219542,2.57276004603702
FWS_NOAA,-1.73499045235088,0.794683498573852
fund_NSF,-1.80365110020093,0.41191582491808
citationsyr,-2.05040054942562,2.6282799398348
study_type,-2.81510370952446,0.49706003706961
journal_category,-2.93548412885973,1.02924312471362
sentiment,-6.61198344259744,2.37578436144307
X.IncMSE,IncNodePurity
pubyear,26.168573894832,5.10192977575097
EPA_USDA_conserv,4.21952726455015,0.849022570783082
last_author_english,3.59461314677347,0.433904087036786
yiabs,3.06824650419973,2.27495150584621
impactfactor,0.869910920416503,2.49470062361825
citationsyr,-0.102055978419518,2.48616306415563
fund_NSF,-0.154157435147742,0.405204365864082
trophic_invader,-0.413393921988768,1.63003579564119
habitat_type,-1.0656016926364,0.656322283974675
FWS_NOAA,-2.0038861630535,0.82480300776911
study_type,-2.34350942886645,0.524291467642261
journal_category,-3.15729421859994,0.999549077294215
sentiment,-7.4375183571623,2.6064363799156
X.IncMSE,IncNodePurity
pubyear,24.6120863981317,5.02768417283003
EPA_USDA_conserv,6.0605342443648,0.802867838012549
last_author_english,2.77401814027401,0.443216096049473
yiabs,2.54669704231668,2.61966171066671
citationsyr,0.744754815028473,2.58411209966732
impactfactor,0.128525951195551,2.54697660413351
fund_NSF,-0.194542755569487,0.345991333647023
habitat_type,-1.54830867285668,0.70351088084107
study_type,-1.94062121686487,0.524771856562838
journal_category,-1.95644396203106,0.997370393303241
trophic_invader,-2.15182020126256,1.57811203979382
FWS_NOAA,-2.38163990535385,0.857710058199143
sentiment,-5.55247175232148,2.55561457164431
X.IncMSE,IncNodePurity
pubyear,27.1614859943064,4.94237615935472
EPA_USDA_conserv,6.87964929806852,0.826071112597533
last_author_english,4.45745788911688,0.425397659638942
yiabs,0.702936883469363,2.54772239726509
impactfactor,0.498987327540921,2.72257119123972
fund_NSF,-0.532036385182366,0.438035509647883
study_type,-0.791423398875458,0.480378126338086
citationsyr,-0.8770409107616,2.59983430385097
trophic_invader,-1.36119010287202,1.58189661273653
habitat_type,-1.4948191013329,0.68464094031153
FWS_NOAA,-2.29401730177806,0.807986036325362
journal_category,-3.45600759274234,1.05809568237539
sentiment,-7.37800213908602,2.48748392511602
X.IncMSE,IncNodePurity
pubyear,26.303857256387,5.07938828130147
EPA_USDA_conserv,6.20151537330409,0.783119391389189
last_author_english,3.52430029054825,0.450422978308921
yiabs,0.893621381082096,2.51851667610407
impactfactor,0.0213981716274824,2.63899351934968
citationsyr,-0.347931038863755,2.6243667052793
fund_NSF,-0.507822974246303,0.41337802234177
habitat_type,-0.644075518597932,0.705756396654973
trophic_invader,-1.09546419920625,1.64056078880405
study_type,-1.68929002078703,0.555011196155285
journal_category,-2.03956469600117,0.990774462451926
FWS_NOAA,-2.21077545618896,0.836567117744607
sentiment,-5.59040969888362,2.54618901733346
X.IncMSE,IncNodePurity
pubyear,25.6489851656546,5.06580465209827
EPA_USDA_conserv,6.03058423872558,0.797197353436185
last_author_english,3.76444744269256,0.459232930698068
yiabs,1.2178843357448,2.50896934618754
fund_NSF,0.806055609938301,0.412465697783837
habitat_type,0.139155293335162,0.68880382749217
FWS_NOAA,-0.446380404229039,0.835588247090226
trophic_invader,-0.986229007909984,1.56314672164006
citationsyr,-1.12762886844923,2.54119323018529
impactfactor,-1.47157408374222,2.48920543881155
journal_category,-1.89290573290093,1.02184898466764
study_type,-1.95765350120668,0.503182734933733
sentiment,-7.13182484654661,2.43116882432616
X.IncMSE,IncNodePurity
pubyear,27.6513412714661,5.1487187852586
EPA_USDA_conserv,7.4346437497556,0.803093995618158
last_author_english,4.34024418317619,0.459973338158621
yiabs,3.38373786869046,2.51475472837669
trophic_invader,0.227939328503311,1.62990867188913
habitat_type,0.22174138339995,0.658156106156786
fund_NSF,0.096926158780777,0.345017206815331
study_type,-0.653722634748108,0.472110574679489
impactfactor,-0.951861010459839,2.62192137158572
citationsyr,-1.01495008372784,2.45868440608705
FWS_NOAA,-2.39538407533271,0.838919374345088
journal_category,-3.16517393925339,1.06342410160004
sentiment,-6.90341817772061,2.52410919133252
X.IncMSE,IncNodePurity
pubyear,26.7410746249363,4.96766631715912
EPA_USDA_conserv,7.15549975682542,0.801878407967133
last_author_english,4.06971457071456,0.381552743245614
yiabs,2.65250104714642,2.55339502003965
impactfactor,-0.0509901581337507,2.55798366532655
citationsyr,-0.284872157791781,2.60920950275853
habitat_type,-1.31868456341797,0.669203167567247
FWS_NOAA,-1.52070798327809,0.851942598458751
fund_NSF,-1.60766738592037,0.387685853708612
trophic_invader,-1.74237952794484,1.56798657014119
journal_category,-2.56749422550516,1.0005342057216
study_type,-2.57554799495288,0.492508188256869
sentiment,-6.5592080673489,2.48237465417052
X.IncMSE,IncNodePurity
pubyear,25.8821097225731,5.11622431210785
EPA_USDA_conserv,6.57669690583621,0.766978869666822
last_author_english,3.47898051826525,0.429290153573109
yiabs,3.410890759602,2.61253759457359
impactfactor,1.3254088289237,2.50494766900447
trophic_invader,0.689802972860424,1.53744406187046
citationsyr,-0.362824990588021,2.48133795292733
fund_NSF,-1.16033574594264,0.416043390812392
study_type,-1.5635980460822,0.487842410166937
journal_category,-1.85544826529685,0.950263222646293
habitat_type,-1.89792058985446,0.703156621832836
FWS_NOAA,-2.58912199672493,0.852704369652817
sentiment,-6.9078766235582,2.59072573397703
X.IncMSE,IncNodePurity
pubyear,25.8793149168363,5.0814812960274
EPA_USDA_conserv,6.00358435174057,0.789564163628637
last_author_english,4.05971545958736,0.431551333701106
yiabs,2.32154151855028,2.54139492618605
trophic_invader,1.30264789897187,1.56047764596652
citationsyr,-0.139690054798068,2.59042014532778
impactfactor,-0.543008021524559,2.53574752709205
fund_NSF,-0.596733350577752,0.451393554856052
habitat_type,-1.07491695365615,0.666696143135475
FWS_NOAA,-1.24469841566521,0.84225104537487
study_type,-1.79318237950089,0.527849566652286
journal_category,-3.91160837281257,1.01165185906268
sentiment,-7.18164065448172,2.54350121705168
X.IncMSE,IncNodePurity
pubyear,25.7997263224049,5.14080170029873
EPA_USDA_conserv,6.55061989637599,0.821927521048588
last_author_english,4.4402176719459,0.40657457325673
yiabs,2.91110566398407,2.54343136543387
fund_NSF,1.64278765194498,0.36289771374331
impactfactor,1.59381475063773,2.42818512349902
trophic_invader,0.650063003658287,1.5506983052097
habitat_type,0.644424516185269,0.651856140645949
citationsyr,0.218786646951793,2.59966913453419
FWS_NOAA,-1.02612683845532,0.810323413291661
study_type,-1.77735939649111,0.545278469185793
journal_category,-2.78473021478042,1.14036314722169
sentiment,-6.86294024639865,2.52975975579404
X.IncMSE,IncNodePurity
pubyear,25.2946126986148,5.06866590782161
EPA_USDA_conserv,5.9541815078576,0.840876338436302
last_author_english,3.04703864708217,0.477665116236294
fund_NSF,1.91176600608648,0.399410586357044
yiabs,1.49322695350888,2.61313152836724
impactfactor,0.803356395924694,2.44782743661119
habitat_type,0.350495516292599,0.708942395479131
trophic_invader,-0.231555521583405,1.55666064265483
citationsyr,-1.22733797937169,2.62438486155335
FWS_NOAA,-1.94896825885308,0.847237369518894
journal_category,-2.04525425769816,1.00068696371919
study_type,-3.29726484831306,0.519295641369465
sentiment,-5.64843417380109,2.42662096082025
X.IncMSE,IncNodePurity
pubyear,25.2006510949575,4.99378700008481
EPA_USDA_conserv,5.69466823544771,0.840313028284745
yiabs,2.28835631647105,2.39616837572736
last_author_english,1.9687991776081,0.4688045621826
fund_NSF,0.848679823703846,0.391194234552842
citationsyr,0.523043089241834,2.46221778095119
trophic_invader,-0.229339042083086,1.60536921716443
FWS_NOAA,-1.07133056270602,0.832892209519872
habitat_type,-1.41646412816268,0.648317680428898
study_type,-1.56417767888103,0.518875094777234
impactfactor,-1.90994808332494,2.46901143966198
journal_category,-3.11728974061067,0.985771123699317
sentiment,-7.5219843347295,2.54756283685523
X.IncMSE,IncNodePurity
pubyear,26.1033517774066,5.21580654883053
EPA_USDA_conserv,6.82254140807765,0.759235965388689
yiabs,3.1965039764934,2.57745449016259
last_author_english,2.73008417040695,0.415950856612222
fund_NSF,1.09455203148811,0.461569005427887
trophic_invader,1.01327197898712,1.63380449174181
habitat_type,0.786191051988076,0.65855404219409
citationsyr,-0.548691979145562,2.6369054225961
impactfactor,-0.718770063206763,2.46392460639481
study_type,-1.63603961958309,0.544690498733996
FWS_NOAA,-2.54306539222496,0.806841453365924
journal_category,-3.56370492114146,0.957625525305585
sentiment,-5.51749853221459,2.33265687587458
X.IncMSE,IncNodePurity
pubyear,26.6645756753249,5.00317554669026
EPA_USDA_conserv,4.85598006980128,0.852134556488926
yiabs,4.33201414878406,2.39008854362656
last_author_english,2.14470697775716,0.458831818001881
habitat_type,0.646900841319061,0.709958549452986
impactfactor,0.299588108575814,2.5427517291325
study_type,-0.396434158274494,0.535131968786232
citationsyr,-0.712538908031299,2.55097889598531
FWS_NOAA,-1.5199099586059,0.844059401390211
trophic_invader,-1.66873871892987,1.5749922213623
fund_NSF,-2.41706494026514,0.413347351114118
journal_category,-3.38493598384927,1.01729712128718
sentiment,-6.43240770135544,2.42302404772957
X.IncMSE,IncNodePurity
pubyear,24.0311237860136,4.94463500387106
EPA_USDA_conserv,5.65469372907295,0.843450821761585
last_author_english,2.68468494269188,0.427761109494544
fund_NSF,0.781843860886547,0.382140595415938
yiabs,0.726559660370707,2.5903348256528
citationsyr,0.142090617487274,2.44727341330864
habitat_type,-0.635125505980434,0.714737746352482
trophic_invader,-0.940950332400363,1.60522791635832
study_type,-1.87341082489971,0.514052587936528
FWS_NOAA,-2.01287796368337,0.868762336197068
impactfactor,-2.53328640105498,2.48232767005943
journal_category,-3.60110610407622,1.06059242255703
sentiment,-7.27753008293952,2.6359440075964
X.IncMSE,IncNodePurity
pubyear,25.448657176185,5.31408506076024
EPA_USDA_conserv,6.62225665296999,0.728812464255533
yiabs,4.01037850273238,2.36421885798048
last_author_english,2.4728627664513,0.420928380776063
fund_NSF,0.487936746479882,0.390661821664596
citationsyr,0.0211409852628448,2.57495433744245
FWS_NOAA,-0.300389355845128,0.786392101709022
impactfactor,-0.574442767195653,2.53664391063416
habitat_type,-1.01128640191971,0.720137370045662
trophic_invader,-1.39718631856589,1.58939688967894
study_type,-1.96331296593244,0.564208866726361
journal_category,-3.16147868429315,1.00140437424835
sentiment,-6.31632288732917,2.45413921636134
X.IncMSE,IncNodePurity
pubyear,27.1572459797573,5.26299963172218
EPA_USDA_conserv,5.14947077570165,0.809955699874952
last_author_english,3.43517702118285,0.467496266572454
yiabs,1.84580858993992,2.45438205836573
trophic_invader,-0.789469013298574,1.58697748913599
FWS_NOAA,-0.862950445638879,0.871453527510554
impactfactor,-1.08031411398785,2.4504637121563
fund_NSF,-1.27320743715179,0.386046652449349
study_type,-1.40541491902895,0.471409558950362
citationsyr,-1.65089058053124,2.5012067291721
habitat_type,-1.88756890653155,0.648773565771823
journal_category,-5.01024421383239,0.998341442918505
sentiment,-6.66490077864229,2.60149728708911
X.IncMSE,IncNodePurity
pubyear,25.3029958215074,4.95733650724285
EPA_USDA_conserv,5.82190821839054,0.787403416585523
last_author_english,2.28527368425796,0.408972201334077
yiabs,1.73981082827117,2.52576715768963
citationsyr,0.531049933519675,2.49450693086219
fund_NSF,-0.268209936250637,0.405170199843001
impactfactor,-0.41384453377906,2.47471562182425
study_type,-0.825727701137484,0.510377046331585
habitat_type,-1.92065703467356,0.680900798283459
FWS_NOAA,-1.97840983568134,0.883685593038449
journal_category,-2.8648047372431,1.05908829959477
trophic_invader,-2.87740306582376,1.600457786815
sentiment,-5.45413860701154,2.50324955238438
X.IncMSE,IncNodePurity
pubyear,25.2596269064772,5.21676371387722
EPA_USDA_conserv,7.14859436282053,0.768309412995235
last_author_english,3.35192918668417,0.470554804752177
yiabs,2.60126875033708,2.43846545911053
habitat_type,1.00985710011759,0.671138232728945
citationsyr,0.0840769912602835,2.54018991216038
impactfactor,-0.128601600375072,2.48501564260653
fund_NSF,-0.366707318767395,0.409275502829195
FWS_NOAA,-0.810153654067142,0.84668527551209
study_type,-0.941591101043397,0.559821300652696
trophic_invader,-1.63029127569552,1.56596317976983
journal_category,-2.68422941241969,1.04845677159652
sentiment,-5.23040851681598,2.50826121003141
X.IncMSE,IncNodePurity
pubyear,26.1712861043184,5.14333770028145
EPA_USDA_conserv,7.38646342834845,0.861934527985076
last_author_english,4.25025660660061,0.424888477600426
yiabs,2.92715334040547,2.57069472552537
habitat_type,0.748635789383157,0.660231339975611
fund_NSF,0.187896335707003,0.383864194849256
journal_category,-0.377802632840831,1.10405868913726
FWS_NOAA,-1.02399886595379,0.707072318542253
citationsyr,-1.14182103323944,2.61256806517485
impactfactor,-1.22009012321205,2.41653910176812
trophic_invader,-1.60258894750979,1.60570116978687
study_type,-1.93355169511792,0.526610551803254
sentiment,-5.68816228867405,2.47426786503517
X.IncMSE,IncNodePurity
pubyear,25.9497390293976,4.98740147090861
EPA_USDA_conserv,5.5550642146564,0.755800084319668
yiabs,2.87598123064132,2.54496668635265
last_author_english,1.89300572991074,0.44788220240666
fund_NSF,0.106082268781699,0.381179678569792
citationsyr,-0.164079029887185,2.45924603368051
habitat_type,-0.669094952632935,0.709711444759669
study_type,-1.29642028559396,0.512213588882693
impactfactor,-1.53137451828959,2.70475767297495
trophic_invader,-1.84096767307737,1.58771619648837
journal_category,-2.55853020370203,1.04352673854978
FWS_NOAA,-3.05972523236336,0.872824474395937
sentiment,-6.60948771508694,2.47538966432692
X.IncMSE,IncNodePurity
pubyear,27.308086928783,5.25156424355041
EPA_USDA_conserv,7.27982280026754,0.807344546553479
last_author_english,5.04609877537713,0.405624048678318
impactfactor,1.38667470583383,2.52893039832393
yiabs,1.1134049108029,2.43366464241786
trophic_invader,0.126202379629998,1.57483350691265
habitat_type,-0.176393185350334,0.69582265761794
FWS_NOAA,-0.401781073795099,0.824040626413997
citationsyr,-1.21645376419407,2.45990206412265
fund_NSF,-1.3004614820553,0.413243711514979
study_type,-1.66229793744069,0.550307405281527
journal_category,-3.25378533916806,1.03694872598339
sentiment,-8.32077646633631,2.4746451113602
X.IncMSE,IncNodePurity
pubyear,25.988937978888,5.17389940718195
EPA_USDA_conserv,5.54897190720105,0.770752212485438
last_author_english,4.90554353796249,0.476415073013979
yiabs,2.05072818574138,2.45165397871476
trophic_invader,0.401715305823807,1.5096430426309
fund_NSF,0.10303953903373,0.412252040701177
habitat_type,0.0861608525979908,0.699844827682681
impactfactor,-0.618989419872281,2.58839320112117
study_type,-1.53487216098065,0.513590157187376
journal_category,-2.39912672666487,1.04544235471243
citationsyr,-2.5212703251823,2.42507742578485
FWS_NOAA,-3.0200940061918,0.815976960776206
sentiment,-5.03944971798089,2.38443148440362
X.IncMSE,IncNodePurity
pubyear,23.8448485989234,5.08487085577678
EPA_USDA_conserv,6.54495637968446,0.810245529914346
last_author_english,3.6645462055076,0.387198598226936
impactfactor,2.16520582646104,2.46144973693844
yiabs,1.2325137338813,2.47307347124456
fund_NSF,-0.364382909986122,0.408131502911439
habitat_type,-0.513360191080201,0.695156798027973
citationsyr,-0.596365258417089,2.63506350887571
journal_category,-1.13192464163646,0.993138811246875
trophic_invader,-1.85275865928603,1.54674857612751
study_type,-2.47510977482705,0.531152599096402
FWS_NOAA,-2.68982406007156,0.864325809419661
sentiment,-7.95055593598298,2.55433213847013
X.IncMSE,IncNodePurity
pubyear,25.8121737263167,5.1483117138954
EPA_USDA_conserv,7.84498907693008,0.821257833778853
last_author_english,4.37040030494512,0.464922565753627
impactfactor,1.49951150141371,2.53381932524296
yiabs,1.34849710587079,2.49728701003208
fund_NSF,0.508578616443206,0.433119550757038
trophic_invader,0.043495196261283,1.59921809209793
study_type,-0.22600525783456,0.46277626192361
citationsyr,-0.294043506440909,2.36986845883852
habitat_type,-1.31188141796572,0.660994081700917
FWS_NOAA,-1.4829887918072,0.863133791868412
journal_category,-2.08245681173847,1.07814700583901
sentiment,-6.72416775197625,2.61407281810824
X.IncMSE,IncNodePurity
pubyear,26.3831314538511,4.98032709632043
EPA_USDA_conserv,5.96633722313772,0.777957657661726
last_author_english,3.42792946357378,0.437834486923932
yiabs,2.52155444507323,2.51487663325354
fund_NSF,0.84541292816353,0.40866410200191
impactfactor,-0.588918531487522,2.51674173775066
trophic_invader,-0.892764317613135,1.64216815537986
FWS_NOAA,-0.920968555859891,0.87628434408793
habitat_type,-1.02673186466891,0.667274832906096
study_type,-1.58294389087829,0.474532795900664
citationsyr,-2.9621152333061,2.63159302235595
journal_category,-3.9842329345434,1.0122573904504
sentiment,-6.83518617353395,2.51712485901488
X.IncMSE,IncNodePurity
pubyear,26.5905117203795,4.96691969491025
EPA_USDA_conserv,5.49846921845594,0.827363659097432
last_author_english,2.91569323870277,0.475993336503755
yiabs,1.98153752888063,2.62290555915917
habitat_type,1.40545668463635,0.682593632527269
impactfactor,0.860119123469585,2.35644764461927
