1,0.383977366
1,0.392343394
1,0.386936041
1,0.390004357
1,0.379689469
1,0.385591914
1,0.389534537
1,0.391059002
1,0.380419926
1,0.387826596
1,0.382695172
1,0.388512921
1,0.383513198
1,0.383236179
1,0.382283046
1,0.380945442
1,0.391394513
1,0.388242822
1,0.389784804
1,0.384204205
1,0.384397231
1,0.392470138
1,0.384362703
1,0.384680354
1,0.39353857
1,0.383687918
1,0.387900934
1,0.385048714
1,0.384801751
1,0.386634711
1,0.382384557
1,0.381369853
1,0.388590394
1,0.387078979
1,0.389597535
1,0.380182003
1,0.380814737
1,0.381176087
1,0.3806351
1,0.381383887
1,0.389646883
1,0.389733746
1,0.390480928
1,0.384673401
1,0.388491888
1,0.378597375
1,0.38132798
1,0.379158915
1,0.387916596
1,0.381584757
1,0.380294671
1,0.390605007
1,0.383993013
1,0.389841328
1,0.391318227
1,0.380107598
1,0.385125241
1,0.381271104
1,0.38400702
1,0.386750052
1,0.386560601
1,0.390786721
1,0.384536519
1,0.389001977
1,0.384707249
1,0.379645985
1,0.377468022
1,0.385394484
1,0.393763929
1,0.380987929
1,0.391647997
1,0.388569289
1,0.381740862
1,0.384972722
1,0.383736453
1,0.386286812
1,0.382476636
1,0.385236645
1,0.383847639
1,0.383623288
1,0.380889306
1,0.384426436
1,0.386299747
1,0.393767762
1,0.385909505
1,0.385503476
1,0.388399747
1,0.380206288
1,0.381200025
1,0.38959044
1,0.380200703
1,0.384179475
1,0.394165602
1,0.387099942
1,0.383017832
1,0.387641834
1,0.382892516
1,0.386634491
1,0.385821774
1,0.383694587
