1,0.507033135
1,0.497400779
1,0.505988157
1,0.503997842
1,0.503552315
1,0.506357344
1,0.500835633
1,0.499255942
1,0.506565927
1,0.506735923
1,0.498780491
1,0.504695219
1,0.50054104
1,0.501304792
1,0.501500666
1,0.510193892
1,0.503525079
1,0.502382329
1,0.508949549
1,0.507727068
1,0.503504996
1,0.503618086
1,0.497334825
1,0.500647017
1,0.506869063
1,0.500499728
1,0.504648422
1,0.502725844
1,0.51530531
1,0.508112683
1,0.509992753
1,0.516822
1,0.503924917
1,0.510035825
1,0.50240223
1,0.50359027
1,0.520426799
1,0.520107847
1,0.500371158
1,0.493900118
1,0.496752879
1,0.516937645
1,0.512629184
1,0.510288951
1,0.505878545
1,0.513743885
1,0.510732155
1,0.513694132
1,0.511797248
1,0.508960123
1,0.502899143
1,0.502629219
1,0.504015882
1,0.50030803
1,0.507930869
1,0.493483712
1,0.503921513
1,0.501863988
1,0.498042236
1,0.502852133
1,0.509641054
1,0.513032133
1,0.50320871
1,0.50326452
1,0.504026282
1,0.507090886
1,0.528377901
1,0.502033335
1,0.507498734
1,0.504363315
1,0.507834119
1,0.511147614
1,0.503975705
1,0.506687102
1,0.508050017
1,0.507476506
1,0.50970125
1,0.501390173
1,0.504611432
1,0.496513284
1,0.504301067
1,0.51258169
1,0.512474563
1,0.505490168
1,0.499748993
1,0.513567393
1,0.498505981
1,0.507126242
1,0.502926912
1,0.499400434
1,0.504146665
1,0.494193752
1,0.506747443
1,0.505225293
1,0.506451473
1,0.505513961
1,0.506750718
1,0.507797295
1,0.500816551
1,0.50051024
